"result-list-entry__brand-title-container href","result-list-entry__brand-title","result-list-entry__brand-logo-container href","font-s href","block","result-list-entry__brand-logo-container href 2","slick-slide href","image-index-label","gallery__count","total-media-count-label","result-list-entry__map-link","result-list-entry__criteria href","font-highlight","font-highlight 2","onlySmall","onlyLarge","font-tabular 3","margin-top-none","margin-top-none 2","margin-top-none 3","block 2","result-list-entry__new-flag","onlySmall 2"
"https://www.immobilienscout24.de/expose/138085870","Studio apartment in Prenzlauer Berg (Berlin)","https://www.immobilienscout24.de/expose/138085870","https://www.immobilienscout24.de/expose/138085870","Frau Julia Morgan","https://www.immobilienscout24.de/expose/138085870","https://www.immobilienscout24.de/expose/138085870","1","/","24","Erich-Weinert-Straße 16, Prenzlauer Berg, Berlin","https://www.immobilienscout24.de/expose/138085870","1.937 €","45 m²","1 Zi.","1","Zi.","Einbauküche","","","Frau Julia Morgan","",""
"https://www.immobilienscout24.de/expose/139844019","2-Zimmer-Appartment mit Extra-Service!","https://www.immobilienscout24.de/expose/139844019","https://www.immobilienscout24.de/expose/139844019","Frau Nadine Richter","https://www.immobilienscout24.de/expose/139844019","https://www.immobilienscout24.de/expose/139844019","1","/","19","Karlsbader Straße 16, Schmargendorf, Berlin","https://www.immobilienscout24.de/expose/139844019","2.377,16 €","35,73 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Einbauküche","...","Frau Nadine Richter","",""
"https://www.immobilienscout24.de/expose/139474762","Erstbezug mit Einbauküche: exklusive 1-Zimmer-Wohnung in Berlin","","https://www.immobilienscout24.de/expose/139474762","Herr Nico Gummelt","","https://www.immobilienscout24.de/expose/139474762","1","/","10","Zimmerstraße 2, Wilhelmstadt, Berlin","https://www.immobilienscout24.de/expose/139474762","785,40 €","42 m²","1 Zi.","1","Zi.","Einbauküche","Keller","...","Herr Nico Gummelt","",""
"https://www.immobilienscout24.de/neubau/marienbogen-gmbh/marienbogen/113804.html","ERSTBEZUG! Moderne Wohnungen mit Balkon.","https://www.immobilienscout24.de/neubau/marienbogen-gmbh/marienbogen/113804.html","https://www.immobilienscout24.de/neubau/marienbogen-gmbh/marienbogen/113804.html","Charlotte Fügner","","https://www.immobilienscout24.de/neubau/marienbogen-gmbh/marienbogen/113804.html","1","/","13","Prühßstraße 13/15, Mariendorf, Berlin","https://www.immobilienscout24.de/neubau/marienbogen-gmbh/marienbogen/113804.html","961,9 - 1.676,76 €","39,70 - 71,79 m²","","","Bezugsfrei ab","Balkon/Terrasse","Einbauküche","...","Charlotte Fügner","",""
"https://www.immobilienscout24.de/neubau/invivo-capital-gmbh/neubauvermietung-berlin/113964.html","Neubau Erstbezug in Premiumlage!","https://www.immobilienscout24.de/neubau/invivo-capital-gmbh/neubauvermietung-berlin/113964.html","https://www.immobilienscout24.de/neubau/invivo-capital-gmbh/neubauvermietung-berlin/113964.html","Herr Christian Kaiser","","https://www.immobilienscout24.de/neubau/invivo-capital-gmbh/neubauvermietung-berlin/113964.html","1","/","10","Fasanenstraße 36, Wilmersdorf, Berlin","https://www.immobilienscout24.de/neubau/invivo-capital-gmbh/neubauvermietung-berlin/113964.html","1.337,31 - 5.346,9 €","32,00 - 137,00 m²","","","Bezugsfrei ab","Balkon/Terrasse","Einbauküche","...","Herr Christian Kaiser","",""
"https://www.immobilienscout24.de/expose/140048313","Geräumige 3 Zimmer Wohnung mit viel potenzial zu vermieten! Ab sofort","https://www.immobilienscout24.de/expose/140048313","https://www.immobilienscout24.de/expose/140048313","Frau J. Kaps","https://www.immobilienscout24.de/expose/140048313","","","","","Mellenseestraße 38, Friedrichsfelde, Berlin","https://www.immobilienscout24.de/expose/140048313","670,86 €","76,55 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Aufzug","","Frau J. Kaps","NEU",""
"https://www.immobilienscout24.de/expose/140083702","Geräumige 3-Zimmer Wohnung mit weitläufigem Balkon zu vermieten! Ab sofort!","https://www.immobilienscout24.de/expose/140083702","https://www.immobilienscout24.de/expose/140083702","Frau Kaps","https://www.immobilienscout24.de/expose/140083702","","","","","Buckower Damm 255 a -, Britz, Berlin","https://www.immobilienscout24.de/expose/140083702","908,19 €","80,79 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Gäste-WC","...","Frau Kaps","NEU",""
"https://www.immobilienscout24.de/expose/140085921","3-Zimmer Wohnung zur freien Gestaltung zu vermieten! Ab sofort!","https://www.immobilienscout24.de/expose/140085921","https://www.immobilienscout24.de/expose/140085921","Frau Kaps","https://www.immobilienscout24.de/expose/140085921","","","","","Buckower Damm 255 a -, Britz, Berlin","https://www.immobilienscout24.de/expose/140085921","1.020,69 €","81,1 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Aufzug","","Frau Kaps","NEU",""
"https://www.immobilienscout24.de/expose/140086043","Familienwohnung mit viel Potenzial zu vermieten! Ab sofort!","https://www.immobilienscout24.de/expose/140086043","https://www.immobilienscout24.de/expose/140086043","Frau Kaps","https://www.immobilienscout24.de/expose/140086043","","","","","Heideläuferweg 32, Buckow, Berlin","https://www.immobilienscout24.de/expose/140086043","922,33 €","78,21 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Gäste-WC","","Frau Kaps","NEU",""
"https://www.immobilienscout24.de/expose/140098696","3-Zimmer Altbauwohnung mit Balkon in Spandau zur freien Gestaltung","https://www.immobilienscout24.de/expose/140098696","https://www.immobilienscout24.de/expose/140098696","Frau Böhringer","https://www.immobilienscout24.de/expose/140098696","https://www.immobilienscout24.de/expose/140098696","1","/","13","Seegefelder Str. 59, Spandau (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/140098696","774,45 €","82,7 m²","3 Zi.","3","Zi.","Balkon/Terrasse","","","Frau Böhringer","NEU","NEU"
"https://www.immobilienscout24.de/expose/140100032","Großzügige 2-Zimmer Altbauwohnung mit Flügeltüren & Stuck im Weddinger Kiez!","https://www.immobilienscout24.de/expose/140100032","https://www.immobilienscout24.de/expose/140100032","Frau Böhringer","https://www.immobilienscout24.de/expose/140100032","https://www.immobilienscout24.de/expose/140100032","1","/","12","Bastianstr. 22, Gesundbrunnen, Berlin","https://www.immobilienscout24.de/expose/140100032","607,61 €","55 m²","2 Zi.","2","Zi.","Balkon/Terrasse","","","Frau Böhringer","NEU","NEU"
"https://www.immobilienscout24.de/expose/140102053","Großzügiger 2-Zimmer DG-Traum mit Dachterrasse im Kultbezirk Wedding","https://www.immobilienscout24.de/expose/140102053","https://www.immobilienscout24.de/expose/140102053","Frau Böhringer","https://www.immobilienscout24.de/expose/140102053","https://www.immobilienscout24.de/expose/140102053","1","/","12","Drontheimer Str. 20, Gesundbrunnen, Berlin","https://www.immobilienscout24.de/expose/140102053","810,04 €","76 m²","2 Zi.","2","Zi.","Balkon/Terrasse","","","Frau Böhringer","NEU","NEU"
"https://www.immobilienscout24.de/expose/140125055","Moderne 3 Zimmer Wohnung mit 2 Balkonen sucht SIE! Ab sofort!","https://www.immobilienscout24.de/expose/140125055","https://www.immobilienscout24.de/expose/140125055","Frau Kaps","https://www.immobilienscout24.de/expose/140125055","https://www.immobilienscout24.de/expose/140125055","1","/","7","Arendsweg 1, Alt-Hohenschönhausen, Berlin","https://www.immobilienscout24.de/expose/140125055","683,92 €","79,98 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Einbauküche","...","Frau Kaps","NEU","NEU"
"https://www.immobilienscout24.de/expose/140142144","2-Zimmer Wohnung mit Potential in ruhiger Lage von Spandau","https://www.immobilienscout24.de/expose/140142144","https://www.immobilienscout24.de/expose/140142144","Frau Böhringer","https://www.immobilienscout24.de/expose/140142144","https://www.immobilienscout24.de/expose/140142144","1","/","11","Mertensstr. 5b, Hakenfelde, Berlin","https://www.immobilienscout24.de/expose/140142144","517,57 €","54,07 m²","2 Zi.","2","Zi.","Balkon/Terrasse","","","Frau Böhringer","NEU","NEU"
"https://www.immobilienscout24.de/expose/140142179","Heimwerker aufgepasst: 2-Zimmer-Wohnung in Moabit sucht SIE!","https://www.immobilienscout24.de/expose/140142179","https://www.immobilienscout24.de/expose/140142179","Frau Böhringer","https://www.immobilienscout24.de/expose/140142179","https://www.immobilienscout24.de/expose/140142179","1","/","10","Rathenower Str. 22, Moabit, Berlin","https://www.immobilienscout24.de/expose/140142179","564,80 €","57,5 m²","2 Zi.","2","Zi.","","","","Frau Böhringer","NEU","NEU"
"https://www.immobilienscout24.de/expose/139832127","Großzügige 3-Zimmerwohnung mit Balkon und Wintergarten am Gleisdreieck","https://www.immobilienscout24.de/expose/139832127","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","Frau Linh Nguyen","https://www.immobilienscout24.de/expose/139832127","https://www.immobilienscout24.de/expose/139832127","1","/","22","Dennewitzstr. 43, Schöneberg, Berlin","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","3.092 €","94,06 m²","3 Zi.","3","Zi.","Einbauküche","Keller","","Frau Linh Nguyen","",""
"https://www.immobilienscout24.de/expose/139831898","Wohnen im Neubau - Großzügige 2-Zimmerwohnung mit Balkon und Wintergarten","https://www.immobilienscout24.de/expose/139831898","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","Frau Linh Nguyen","https://www.immobilienscout24.de/expose/139831898","https://www.immobilienscout24.de/expose/139831898","1","/","22","Dennewitzstr. 42, Kreuzberg, Berlin","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","2.828 €","86,45 m²","2 Zi.","2","Zi.","Einbauküche","Keller","","Frau Linh Nguyen","",""
"https://www.immobilienscout24.de/expose/139779795","Metropolitan: Außergewöhnliche 360 Grad Dachgeschosswohnung am Gleisdreick!","https://www.immobilienscout24.de/expose/139779795","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","Frau Linh Nguyen","https://www.immobilienscout24.de/expose/139779795","https://www.immobilienscout24.de/expose/139779795","1","/","22","Dennewitzstr. 43, Schöneberg, Berlin","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","6.017 €","176,6 m²","4 Zi.","4","Zi.","Balkon/Terrasse","Einbauküche","...","Frau Linh Nguyen","",""
"https://www.immobilienscout24.de/expose/138132881","RIVERSIDE - mit Wasserblick, direktem Wasserzugang und Südbalkon","https://www.immobilienscout24.de/expose/138132881","https://www.immobilienscout24.de/expose/138132881","Herr Stefan Prill","https://www.immobilienscout24.de/expose/138132881","https://www.immobilienscout24.de/expose/138132881","1","/","11","Rahnsdorf, Berlin","https://www.immobilienscout24.de/expose/138132881","1.704 €","80,37 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Einbauküche","...","Herr Stefan Prill","",""
"https://www.immobilienscout24.de/neubau/cannon-cannon/no-1-charlottenburg/95543.html","No. 1 Charlottenburg","https://www.immobilienscout24.de/neubau/cannon-cannon/no-1-charlottenburg/95543.html","https://www.immobilienscout24.de/neubau/cannon-cannon/no-1-charlottenburg/95543.html","Herr Thomas Hoell","","https://www.immobilienscout24.de/neubau/cannon-cannon/no-1-charlottenburg/95543.html","1","/","14","Wegelystraße 6, Charlottenburg, Berlin","https://www.immobilienscout24.de/neubau/cannon-cannon/no-1-charlottenburg/95543.html","3.551,48 - 6.171,79 €","38,00 - 144,00 m²","","","Bezugsfrei ab","Balkon/Terrasse","Einbauküche","...","Herr Thomas Hoell","NEU",""
"https://www.immobilienscout24.de/expose/139779855","Mittendrin in Berlin - 2-Zimmerwohnung mit EBK","https://www.immobilienscout24.de/expose/139779855","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","Frau Linh Nguyen","https://www.immobilienscout24.de/expose/139779855","https://www.immobilienscout24.de/expose/139779855","1","/","22","Dennewitzstr. 43, Schöneberg, Berlin","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","2.036 €","62,11 m²","2 Zi.","2","Zi.","Einbauküche","Keller","","Frau Linh Nguyen","",""
"https://www.immobilienscout24.de/expose/140158986","Tauschwohnung: Schöne 2,5  Zimmer mit großer Terrasse im Innenhof","https://www.immobilienscout24.de/expose/140158986","https://www.immobilienscout24.de/expose/140158986","Tauschwohnung Wohnungstausch","https://www.immobilienscout24.de/expose/140158986","https://www.immobilienscout24.de/expose/140158986","1","/","6","Neukölln (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/140158986","540 €","65 m²","2,5 Zi.","2,5","Zi.","Balkon/Terrasse","Einbauküche","","Tauschwohnung Wohnungstausch","NEU","NEU"
"https://www.immobilienscout24.de/expose/138521741","Über dem Gipsdreieck - Erstbezug DG mit Lift und Klimaanlage im Herzen des Scheunenviertels","https://www.immobilienscout24.de/expose/138521741","https://www.immobilienscout24.de/expose/138521741","Frau Nancy Eick","https://www.immobilienscout24.de/expose/138521741","https://www.immobilienscout24.de/expose/138521741","1","/","10","Auguststraße 47 A, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/138521741","3.338,34 €","73,37 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Einbauküche","...","Frau Nancy Eick","",""
"https://www.immobilienscout24.de/expose/138193074","Wohnungstausch: Lauenburger Straße 31","https://www.immobilienscout24.de/expose/138193074","https://www.immobilienscout24.de/expose/138193074","Wohnungsswap .de","https://www.immobilienscout24.de/expose/138193074","https://www.immobilienscout24.de/expose/138193074","1","/","8","Lauenburger Straße 31, Steglitz, Berlin","https://www.immobilienscout24.de/expose/138193074","~590 €","55 m²","2 Zi.","2","Zi.","Balkon/Terrasse","","","Wohnungsswap .de","",""
"https://www.immobilienscout24.de/expose/139156049","Wohnungstausch: Kluckstraße 8","https://www.immobilienscout24.de/expose/139156049","https://www.immobilienscout24.de/expose/139156049","Wohnungsswap .de","https://www.immobilienscout24.de/expose/139156049","https://www.immobilienscout24.de/expose/139156049","1","/","12","Kluckstraße 8, Tiergarten, Berlin","https://www.immobilienscout24.de/expose/139156049","~1.450 €","100 m²","3 Zi.","3","Zi.","","","","Wohnungsswap .de","",""
"https://www.immobilienscout24.de/expose/140100749","Traumhafte Altbauwohnung","https://www.immobilienscout24.de/expose/140100749","https://www.immobilienscout24.de/expose/140100749","Frau Nadine Richter","https://www.immobilienscout24.de/expose/140100749","https://www.immobilienscout24.de/expose/140100749","1","/","13","Torstraße 101, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/140100749","3.000 €","92,85 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Einbauküche","...","Frau Nadine Richter","NEU","NEU"
"https://www.immobilienscout24.de/expose/140093497","Wohnungstausch: Pappelallee 27","https://www.immobilienscout24.de/expose/140093497","https://www.immobilienscout24.de/expose/140093497","Wohnungsswap .de","https://www.immobilienscout24.de/expose/140093497","https://www.immobilienscout24.de/expose/140093497","1","/","9","Pappelallee 27, Prenzlauer Berg, Berlin","https://www.immobilienscout24.de/expose/140093497","~1.060 €","50 m²","2 Zi.","2","Zi.","Balkon/Terrasse","","","Wohnungsswap .de","NEU","NEU"
"https://www.immobilienscout24.de/expose/139156059","Wohnungstausch: Huttenstraße 30","https://www.immobilienscout24.de/expose/139156059","https://www.immobilienscout24.de/expose/139156059","Wohnungsswap .de","https://www.immobilienscout24.de/expose/139156059","https://www.immobilienscout24.de/expose/139156059","1","/","8","Huttenstraße 30, Moabit, Berlin","https://www.immobilienscout24.de/expose/139156059","~710 €","58 m²","2 Zi.","2","Zi.","Balkon/Terrasse","","","Wohnungsswap .de","",""
"https://www.immobilienscout24.de/expose/136117345","WUNDERSCHÖNE PENTHOUSE-WOHNUNG MIT DACHTERRASSE UND BLICK AUF DIE HAVEL! ERSTBEZUG! EFFIZIENZHAUS 55","https://www.immobilienscout24.de/expose/136117345","https://www.immobilienscout24.de/neubau/akh-gmbh/projekt-havel-marina/112857.html","Herr Daniel  Stopka","https://www.immobilienscout24.de/expose/136117345","https://www.immobilienscout24.de/expose/136117345","1","/","20","Pembabogen 25, Hakenfelde, Berlin","https://www.immobilienscout24.de/neubau/akh-gmbh/projekt-havel-marina/112857.html","3.078,50 €","131 m²","4 Zi.","4","Zi.","Balkon/Terrasse","Gäste-WC","","Herr Daniel  Stopka","",""
"https://www.immobilienscout24.de/expose/139890551","Wunderschöne sanierte 3 Zimmerwohnung - mit Stellplatz","https://www.immobilienscout24.de/expose/139890551","https://www.immobilienscout24.de/expose/139890551","Frau Jasmin  Blase","https://www.immobilienscout24.de/expose/139890551","https://www.immobilienscout24.de/expose/139890551","1","/","25","Friedenau, Berlin","https://www.immobilienscout24.de/expose/139890551","2.350 €","87 m²","3 Zi.","3","Zi.","Balkon/Terrasse","Einbauküche","...","Frau Jasmin  Blase","",""
"https://www.immobilienscout24.de/expose/137152948","Furnished 4 rooms apartment with Office in Charlottenburg  (Berlin)","https://www.immobilienscout24.de/expose/137152948","https://www.immobilienscout24.de/expose/137152948","Frau Julia Morgan","https://www.immobilienscout24.de/expose/137152948","https://www.immobilienscout24.de/expose/137152948","1","/","24","Hauptstraße 151, Schöneberg, Berlin","https://www.immobilienscout24.de/expose/137152948","3.667 €","92 m²","4 Zi.","4","Zi.","Einbauküche","Aufzug","","Frau Julia Morgan","",""
"https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","Metropolitan","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","Frau Linh Nguyen","","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","1","/","12","Dennewitzstr. 43, Schöneberg, Berlin","https://www.immobilienscout24.de/neubau/mueller-merkle-immobilien-berlin-gmbh/metropolitan/116576.html","1.822 - 3.252 €","47,53 - 176,60 m²","","","Bezugsfrei ab","Balkon/Terrasse","Einbauküche","...","Frau Linh Nguyen","",""
"https://www.immobilienscout24.de/neubau/b-place/neubauprojektvertrag-palais-am-brandenburger-tor/107999.html","B.PLACE Living","https://www.immobilienscout24.de/neubau/b-place/neubauprojektvertrag-palais-am-brandenburger-tor/107999.html","https://www.immobilienscout24.de/neubau/b-place/neubauprojektvertrag-palais-am-brandenburger-tor/107999.html","Frau Eva Gerlach","","https://www.immobilienscout24.de/neubau/b-place/neubauprojektvertrag-palais-am-brandenburger-tor/107999.html","1","/","14","Cora-Berliner-Straße 2-4, Mitte (Ortsteil), Berlin","https://www.immobilienscout24.de/neubau/b-place/neubauprojektvertrag-palais-am-brandenburger-tor/107999.html","2.934,05 - 4.481,61 €","57,00 - 320,00 m²","","","Bezugsfrei ab","Balkon/Terrasse","Einbauküche","...","Frau Eva Gerlach","",""
"https://www.immobilienscout24.de/neubau/mueller-merke-immobilien-berlin-gmbh/the-spekter/112498.html","THE SPEKTER","https://www.immobilienscout24.de/neubau/mueller-merke-immobilien-berlin-gmbh/the-spekter/112498.html","https://www.immobilienscout24.de/neubau/mueller-merke-immobilien-berlin-gmbh/the-spekter/112498.html","Frau Linh Nguyen","","https://www.immobilienscout24.de/neubau/mueller-merke-immobilien-berlin-gmbh/the-spekter/112498.html","1","/","11","Flankenschanze 17, Spandau (Ortsteil), Berlin","https://www.immobilienscout24.de/neubau/mueller-merke-immobilien-berlin-gmbh/the-spekter/112498.html","1.817 €","48,39 - 114,79 m²","","","Bezugsfrei ab","Einbauküche","Keller","","Frau Linh Nguyen","",""
"https://www.immobilienscout24.de/expose/139499339","Elegante DG-Wohnung mit großer Dachterrasse","https://www.immobilienscout24.de/expose/139499339","https://www.immobilienscout24.de/expose/139499339","Herr Tobias König","https://www.immobilienscout24.de/expose/139499339","https://www.immobilienscout24.de/expose/139499339","1","/","23","Köpenick, Berlin","https://www.immobilienscout24.de/expose/139499339","3.501 €","145,8 m²","4 Zi.","4","Zi.","Balkon/Terrasse","Keller","...","Herr Tobias König","",""
"https://www.immobilienscout24.de/expose/140093530","Wohnungstausch: Perleberger Straße 32","https://www.immobilienscout24.de/expose/140093530","https://www.immobilienscout24.de/expose/140093530","Wohnungsswap .de","https://www.immobilienscout24.de/expose/140093530","https://www.immobilienscout24.de/expose/140093530","1","/","4","Perleberger Straße 32, Moabit, Berlin","https://www.immobilienscout24.de/expose/140093530","~590 €","44 m²","2 Zi.","2","Zi.","Balkon/Terrasse","","","Wohnungsswap .de","NEU","NEU"
"https://www.immobilienscout24.de/expose/133481910","2 Zimmer DG Wohnung im 3. OG sofort zu beziehen","","https://www.immobilienscout24.de/expose/133481910","Palfinger","","https://www.immobilienscout24.de/expose/133481910","1","/","19","Werftendensteig 4a, Reinickendorf (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/133481910","1.770,05 €","90,78 m²","2 Zi.","2","Zi.","Balkon/Terrasse","Keller","...","Palfinger","",""
"https://www.immobilienscout24.de/expose/139156062","Wohnungstausch: Louis-Lewin-Straße 11","https://www.immobilienscout24.de/expose/139156062","https://www.immobilienscout24.de/expose/139156062","Wohnungsswap .de","https://www.immobilienscout24.de/expose/139156062","https://www.immobilienscout24.de/expose/139156062","1","/","9","Louis-Lewin-Straße 11, Hellersdorf, Berlin","https://www.immobilienscout24.de/expose/139156062","~730 €","61 m²","3 Zi.","3","Zi.","Balkon/Terrasse","","","Wohnungsswap .de","",""
"https://www.immobilienscout24.de/expose/139214668","Wohnungstausch: Hallandstraße 63","https://www.immobilienscout24.de/expose/139214668","https://www.immobilienscout24.de/expose/139214668","Wohnungsswap .de","https://www.immobilienscout24.de/expose/139214668","https://www.immobilienscout24.de/expose/139214668","1","/","15","Hallandstraße 63, Pankow (Ortsteil), Berlin","https://www.immobilienscout24.de/expose/139214668","~600 €","65 m²","2 Zi.","2","Zi.","Balkon/Terrasse","","","Wohnungsswap .de","",""
